Bridge_ID,Location,Age (years),Material,Length (m),Width (m),Height (m),Traffic_Volume (vehicles/day),Weather_Conditions,Water_Flow_Rate (m³/s),Maintenance_History,Stress (MPa),Strain (%),Tensile_Strength (MPa),Rainfall (mm),Material_Composition,Bridge_Design,Construction_Quality,Temperature (°C),Humidity (%),Collapse_Status
5108,Region_3,1,Concrete,1045.964596,27.98379838,55.96759676,5156.435644,Snowy,2553.755376,26-12-2023,51.07510751,5.107510751,608.6008601,255.3755376,"Concrete 80%, Wood 20%",Beam,Good,10.86008601,51.07510751,Standing
5109,Region_4,23,Wood,1046.159616,27.98829883,55.97659766,5157.425743,Cloudy,2554.255426,27-12-2023,51.08510851,5.108510851,608.6808681,255.4255426,"Concrete 80%, Wood 20%",Truss,Good,10.86808681,51.08510851,Standing
5110,Region_5,14,Steel,1046.354635,27.99279928,55.98559856,5158.415842,Windy,2554.755476,28-12-2023,51.09510951,5.109510951,608.7608761,255.4755476,"Steel 70%, Concrete 30%",Arch,Good,10.87608761,51.09510951,Standing
5111,Region_1,43,Concrete,1046.549655,27.99729973,55.99459946,5159.405941,Rainy,2555.255526,29-12-2023,51.10511051,5.110511051,608.8408841,255.5255526,"Concrete 80%, Wood 20%",Beam,Good,10.88408841,51.10511051,Standing
5112,Region_2,0,Wood,1046.744674,28.00180018,56.00360036,5160.39604,Sunny,2555.755576,30-12-2023,51.11511151,5.111511151,608.9208921,255.5755576,"Concrete 80%, Wood 20%",Truss,Good,10.89208921,51.11511151,Standing
5113,Region_3,38,Steel,1046.939694,28.00630063,56.01260126,5161.386139,Snowy,2556.255626,31-12-2023,51.12511251,5.112511251,609.0009001,255.6255626,"Steel 70%, Concrete 30%",Arch,Good,10.90009001,51.12511251,Standing
5114,Region_4,19,Concrete,1047.134713,28.01080108,56.02160216,5162.376238,Cloudy,2556.755676,01-01-2024,51.13511351,5.113511351,609.0809081,255.6755676,"Concrete 80%, Wood 20%",Beam,Good,10.90809081,51.13511351,Standing
5115,Region_5,27,Wood,1047.329733,28.01530153,56.03060306,5163.366337,Windy,2557.255726,02-01-2024,51.14511451,5.114511451,609.1609161,255.7255726,"Concrete 80%, Wood 20%",Truss,Good,10.91609161,51.14511451,Standing
5116,Region_1,32,Steel,1047.524752,28.01980198,56.03960396,5164.356436,Rainy,2557.755776,03-01-2024,51.15511551,5.115511551,609.2409241,255.7755776,"Steel 70%, Concrete 30%",Arch,Good,10.92409241,51.15511551,Standing
5117,Region_2,15,Concrete,1047.719772,28.02430243,56.04860486,5165.346535,Sunny,2558.255826,04-01-2024,51.16511651,5.116511651,609.3209321,255.8255826,"Concrete 80%, Wood 20%",Beam,Good,10.93209321,51.16511651,Standing
5118,Region_3,30,Wood,1047.914791,28.02880288,56.05760576,5166.336634,Snowy,2558.755876,05-01-2024,51.17511751,5.117511751,609.4009401,255.8755876,"Concrete 80%, Wood 20%",Truss,Good,10.94009401,51.17511751,Standing
5119,Region_4,40,Steel,1048.109811,28.03330333,56.06660666,5167.326733,Cloudy,2559.255926,06-01-2024,51.18511851,5.118511851,609.4809481,255.9255926,"Steel 70%, Concrete 30%",Arch,Good,10.94809481,51.18511851,Standing
5120,Region_5,16,Concrete,1048.30483,28.03780378,56.07560756,5168.316832,Windy,2559.755976,07-01-2024,51.19511951,5.119511951,609.5609561,255.9755976,"Concrete 80%, Wood 20%",Beam,Good,10.95609561,51.19511951,Standing
5121,Region_1,26,Wood,1048.49985,28.04230423,56.08460846,5169.306931,Rainy,2560.256026,08-01-2024,51.20512051,5.120512051,609.6409641,256.0256026,"Concrete 80%, Wood 20%",Truss,Good,10.96409641,51.20512051,Standing
5122,Region_2,9,Steel,1048.694869,28.04680468,56.09360936,5170.29703,Sunny,2560.756076,09-01-2024,51.21512151,5.121512151,609.7209721,256.0756076,"Steel 70%, Concrete 30%",Arch,Good,10.97209721,51.21512151,Standing
5123,Region_3,28,Concrete,1048.889889,28.05130513,56.10261026,5171.287129,Snowy,2561.256126,10-01-2024,51.22512251,5.122512251,609.8009801,256.1256126,"Concrete 80%, Wood 20%",Beam,Good,10.98009801,51.22512251,Standing
5124,Region_4,27,Wood,1049.084908,28.05580558,56.11161116,5172.277228,Cloudy,2561.756176,11-01-2024,51.23512351,5.123512351,609.8809881,256.1756176,"Concrete 80%, Wood 20%",Truss,Good,10.98809881,51.23512351,Standing
5125,Region_5,20,Steel,1049.279928,28.06030603,56.12061206,5173.267327,Windy,2562.256226,12-01-2024,51.24512451,5.124512451,609.9609961,256.2256226,"Steel 70%, Concrete 30%",Arch,Good,10.99609961,51.24512451,Standing
5126,Region_1,29,Concrete,1049.474947,28.06480648,56.12961296,5174.257426,Rainy,2562.756276,13-01-2024,51.25512551,5.125512551,610.0410041,256.2756276,"Concrete 80%, Wood 20%",Beam,Good,11.00410041,51.25512551,Standing
5127,Region_2,45,Wood,1049.669967,28.06930693,56.13861386,5175.247525,Sunny,2563.256326,14-01-2024,51.26512651,5.126512651,610.1210121,256.3256326,"Concrete 80%, Wood 20%",Truss,Good,11.01210121,51.26512651,Standing
5128,Region_3,48,Steel,1049.864986,28.07380738,56.14761476,5176.237624,Snowy,2563.756376,15-01-2024,51.27512751,5.127512751,610.2010201,256.3756376,"Steel 70%, Concrete 30%",Arch,Good,11.02010201,51.27512751,Standing
5129,Region_4,22,Concrete,1050.060006,28.07830783,56.15661566,5177.227723,Cloudy,2564.256426,16-01-2024,51.28512851,5.128512851,610.2810281,256.4256426,"Concrete 80%, Wood 20%",Beam,Good,11.02810281,51.28512851,Standing
5130,Region_5,20,Wood,1050.255026,28.08280828,56.16561656,5178.217822,Windy,2564.756476,17-01-2024,51.29512951,5.129512951,610.3610361,256.4756476,"Concrete 80%, Wood 20%",Truss,Good,11.03610361,51.29512951,Standing
5131,Region_1,16,Steel,1050.450045,28.08730873,56.17461746,5179.207921,Rainy,2565.256526,18-01-2024,51.30513051,5.130513051,610.4410441,256.5256526,"Steel 70%, Concrete 30%",Arch,Good,11.04410441,51.30513051,Standing
5132,Region_2,25,Concrete,1050.645065,28.09180918,56.18361836,5180.19802,Sunny,2565.756576,19-01-2024,51.31513151,5.131513151,610.5210521,256.5756576,"Concrete 80%, Wood 20%",Beam,Good,11.05210521,51.31513151,Standing
5133,Region_3,15,Wood,1050.840084,28.09630963,56.19261926,5181.188119,Snowy,2566.256626,20-01-2024,51.32513251,5.132513251,610.6010601,256.6256626,"Concrete 80%, Wood 20%",Truss,Good,11.06010601,51.32513251,Standing
5134,Region_4,10,Steel,1051.035104,28.10081008,56.20162016,5182.178218,Cloudy,2566.756676,21-01-2024,51.33513351,5.133513351,610.6810681,256.6756676,"Steel 70%, Concrete 30%",Arch,Good,11.06810681,51.33513351,Standing
5135,Region_5,3,Concrete,1051.230123,28.10531053,56.21062106,5183.168317,Windy,2567.256726,22-01-2024,51.34513451,5.134513451,610.7610761,256.7256726,"Concrete 80%, Wood 20%",Beam,Good,11.07610761,51.34513451,Standing
5136,Region_1,43,Wood,1051.425143,28.10981098,56.21962196,5184.158416,Rainy,2567.756776,23-01-2024,51.35513551,5.135513551,610.8410841,256.7756776,"Concrete 80%, Wood 20%",Truss,Good,11.08410841,51.35513551,Standing
5137,Region_2,20,Steel,1051.620162,28.11431143,56.22862286,5185.148515,Sunny,2568.256826,24-01-2024,51.36513651,5.136513651,610.9210921,256.8256826,"Steel 70%, Concrete 30%",Arch,Good,11.09210921,51.36513651,Standing
5138,Region_3,35,Concrete,1051.815182,28.11881188,56.23762376,5186.138614,Snowy,2568.756876,25-01-2024,51.37513751,5.137513751,611.0011001,256.8756876,"Concrete 80%, Wood 20%",Beam,Good,11.10011001,51.37513751,Standing
5139,Region_4,34,Wood,1052.010201,28.12331233,56.24662466,5187.128713,Cloudy,2569.256926,26-01-2024,51.38513851,5.138513851,611.0811081,256.9256926,"Concrete 80%, Wood 20%",Truss,Good,11.10811081,51.38513851,Standing
5140,Region_5,1,Steel,1052.205221,28.12781278,56.25562556,5188.118812,Windy,2569.756976,27-01-2024,51.39513951,5.139513951,611.1611161,256.9756976,"Steel 70%, Concrete 30%",Arch,Good,11.11611161,51.39513951,Standing
5141,Region_1,27,Concrete,1052.40024,28.13231323,56.26462646,5189.108911,Rainy,2570.257026,28-01-2024,51.40514051,5.140514051,611.2411241,257.0257026,"Concrete 80%, Wood 20%",Beam,Good,11.12411241,51.40514051,Standing
5142,Region_2,19,Wood,1052.59526,28.13681368,56.27362736,5190.09901,Sunny,2570.757076,29-01-2024,51.41514151,5.141514151,611.3211321,257.0757076,"Concrete 80%, Wood 20%",Truss,Good,11.13211321,51.41514151,Standing
5143,Region_3,16,Steel,1052.790279,28.14131413,56.28262826,5191.089109,Snowy,2571.257126,30-01-2024,51.42514251,5.142514251,611.4011401,257.1257126,"Steel 70%, Concrete 30%",Arch,Good,11.14011401,51.42514251,Standing
5144,Region_4,40,Concrete,1052.985299,28.14581458,56.29162916,5192.079208,Cloudy,2571.757176,31-01-2024,51.43514351,5.143514351,611.4811481,257.1757176,"Concrete 80%, Wood 20%",Beam,Good,11.14811481,51.43514351,Standing
5145,Region_5,7,Wood,1053.180318,28.15031503,56.30063006,5193.069307,Windy,2572.257226,01-02-2024,51.44514451,5.144514451,611.5611561,257.2257226,"Concrete 80%, Wood 20%",Truss,Good,11.15611561,51.44514451,Standing
5146,Region_1,44,Steel,1053.375338,28.15481548,56.30963096,5194.059406,Rainy,2572.757276,02-02-2024,51.45514551,5.145514551,611.6411641,257.2757276,"Steel 70%, Concrete 30%",Arch,Good,11.16411641,51.45514551,Standing
5147,Region_2,0,Concrete,1053.570357,28.15931593,56.31863186,5195.049505,Sunny,2573.257326,03-02-2024,51.46514651,5.146514651,611.7211721,257.3257326,"Concrete 80%, Wood 20%",Beam,Good,11.17211721,51.46514651,Standing
5148,Region_3,29,Wood,1053.765377,28.16381638,56.32763276,5196.039604,Snowy,2573.757376,04-02-2024,51.47514751,5.147514751,611.8011801,257.3757376,"Concrete 80%, Wood 20%",Truss,Good,11.18011801,51.47514751,Standing
5149,Region_4,17,Steel,1053.960396,28.16831683,56.33663366,5197.029703,Cloudy,2574.257426,05-02-2024,51.48514851,5.148514851,611.8811881,257.4257426,"Steel 70%, Concrete 30%",Arch,Good,11.18811881,51.48514851,Standing
5150,Region_5,0,Concrete,1054.155416,28.17281728,56.34563456,5198.019802,Windy,2574.757476,06-02-2024,51.49514951,5.149514951,611.9611961,257.4757476,"Concrete 80%, Wood 20%",Beam,Good,11.19611961,51.49514951,Standing
5151,Region_1,1,Wood,1054.350435,28.17731773,56.35463546,5199.009901,Rainy,2575.257526,07-02-2024,51.50515052,5.150515052,612.0412041,257.5257526,"Concrete 80%, Wood 20%",Truss,Good,11.20412041,51.50515052,Standing
5152,Region_2,4,Steel,1054.545455,28.18181818,56.36363636,5200,Sunny,2575.757576,08-02-2024,51.51515152,5.151515152,612.1212121,257.5757576,"Steel 70%, Concrete 30%",Arch,Good,11.21212121,51.51515152,Standing
5153,Region_3,8,Concrete,1054.740474,28.18631863,56.37263726,5200.990099,Snowy,2576.257626,09-02-2024,51.52515252,5.152515252,612.2012201,257.6257626,"Concrete 80%, Wood 20%",Beam,Good,11.22012201,51.52515252,Standing
5154,Region_4,29,Wood,1054.935494,28.19081908,56.38163816,5201.980198,Cloudy,2576.757676,10-02-2024,51.53515352,5.153515352,612.2812281,257.6757676,"Concrete 80%, Wood 20%",Truss,Good,11.22812281,51.53515352,Standing
5155,Region_5,24,Steel,1055.130513,28.19531953,56.39063906,5202.970297,Windy,2577.257726,11-02-2024,51.54515452,5.154515452,612.3612361,257.7257726,"Steel 70%, Concrete 30%",Arch,Good,11.23612361,51.54515452,Standing
5156,Region_1,49,Concrete,1055.325533,28.19981998,56.39963996,5203.960396,Rainy,2577.757776,12-02-2024,51.55515552,5.155515552,612.4412441,257.7757776,"Concrete 80%, Wood 20%",Beam,Good,11.24412441,51.55515552,Standing
5157,Region_2,4,Wood,1055.520552,28.20432043,56.40864086,5204.950495,Sunny,2578.257826,13-02-2024,51.56515652,5.156515652,612.5212521,257.8257826,"Concrete 80%, Wood 20%",Truss,Good,11.25212521,51.56515652,Standing
5158,Region_3,31,Steel,1055.715572,28.20882088,56.41764176,5205.940594,Snowy,2578.757876,14-02-2024,51.57515752,5.157515752,612.6012601,257.8757876,"Steel 70%, Concrete 30%",Arch,Good,11.26012601,51.57515752,Standing
5159,Region_4,18,Concrete,1055.910591,28.21332133,56.42664266,5206.930693,Cloudy,2579.257926,15-02-2024,51.58515852,5.158515852,612.6812681,257.9257926,"Concrete 80%, Wood 20%",Beam,Good,11.26812681,51.58515852,Standing
5160,Region_5,47,Wood,1056.105611,28.21782178,56.43564356,5207.920792,Windy,2579.757976,16-02-2024,51.59515952,5.159515952,612.7612761,257.9757976,"Concrete 80%, Wood 20%",Truss,Good,11.27612761,51.59515952,Standing
5161,Region_1,6,Steel,1056.30063,28.22232223,56.44464446,5208.910891,Rainy,2580.258026,17-02-2024,51.60516052,5.160516052,612.8412841,258.0258026,"Steel 70%, Concrete 30%",Arch,Good,11.28412841,51.60516052,Standing
5162,Region_2,30,Concrete,1056.49565,28.22682268,56.45364536,5209.90099,Sunny,2580.758076,18-02-2024,51.61516152,5.161516152,612.9212921,258.0758076,"Concrete 80%, Wood 20%",Beam,Good,11.29212921,51.61516152,Standing
5163,Region_3,24,Wood,1056.690669,28.23132313,56.46264626,5210.891089,Snowy,2581.258126,19-02-2024,51.62516252,5.162516252,613.0013001,258.1258126,"Concrete 80%, Wood 20%",Truss,Good,11.30013001,51.62516252,Standing
5164,Region_4,41,Steel,1056.885689,28.23582358,56.47164716,5211.881188,Cloudy,2581.758176,20-02-2024,51.63516352,5.163516352,613.0813081,258.1758176,"Steel 70%, Concrete 30%",Arch,Good,11.30813081,51.63516352,Standing
5165,Region_5,15,Concrete,1057.080708,28.24032403,56.48064806,5212.871287,Windy,2582.258226,21-02-2024,51.64516452,5.164516452,613.1613161,258.2258226,"Concrete 80%, Wood 20%",Beam,Good,11.31613161,51.64516452,Standing
5166,Region_1,37,Wood,1057.275728,28.24482448,56.48964896,5213.861386,Rainy,2582.758276,22-02-2024,51.65516552,5.165516552,613.2413241,258.2758276,"Concrete 80%, Wood 20%",Truss,Good,11.32413241,51.65516552,Standing
5167,Region_2,1,Steel,1057.470747,28.24932493,56.49864986,5214.851485,Sunny,2583.258326,23-02-2024,51.66516652,5.166516652,613.3213321,258.3258326,"Steel 70%, Concrete 30%",Arch,Good,11.33213321,51.66516652,Standing
5168,Region_3,25,Concrete,1057.665767,28.25382538,56.50765077,5215.841584,Snowy,2583.758376,24-02-2024,51.67516752,5.167516752,613.4013401,258.3758376,"Concrete 80%, Wood 20%",Beam,Good,11.34013401,51.67516752,Standing
5169,Region_4,34,Wood,1057.860786,28.25832583,56.51665167,5216.831683,Cloudy,2584.258426,25-02-2024,51.68516852,5.168516852,613.4813481,258.4258426,"Concrete 80%, Wood 20%",Truss,Good,11.34813481,51.68516852,Standing
5170,Region_5,42,Steel,1058.055806,28.26282628,56.52565257,5217.821782,Windy,2584.758476,26-02-2024,51.69516952,5.169516952,613.5613561,258.4758476,"Steel 70%, Concrete 30%",Arch,Good,11.35613561,51.69516952,Standing
5171,Region_1,29,Concrete,1058.250825,28.26732673,56.53465347,5218.811881,Rainy,2585.258526,27-02-2024,51.70517052,5.170517052,613.6413641,258.5258526,"Concrete 80%, Wood 20%",Beam,Good,11.36413641,51.70517052,Standing
5172,Region_2,5,Wood,1058.445845,28.27182718,56.54365437,5219.80198,Sunny,2585.758576,28-02-2024,51.71517152,5.171517152,613.7213721,258.5758576,"Concrete 80%, Wood 20%",Truss,Good,11.37213721,51.71517152,Standing
5173,Region_3,28,Steel,1058.640864,28.27632763,56.55265527,5220.792079,Snowy,2586.258626,29-02-2024,51.72517252,5.172517252,613.8013801,258.6258626,"Steel 70%, Concrete 30%",Arch,Good,11.38013801,51.72517252,Standing
5174,Region_4,33,Concrete,1058.835884,28.28082808,56.56165617,5221.782178,Cloudy,2586.758676,01-03-2024,51.73517352,5.173517352,613.8813881,258.6758676,"Concrete 80%, Wood 20%",Beam,Good,11.38813881,51.73517352,Standing
5175,Region_5,49,Wood,1059.030903,28.28532853,56.57065707,5222.772277,Windy,2587.258726,02-03-2024,51.74517452,5.174517452,613.9613961,258.7258726,"Concrete 80%, Wood 20%",Truss,Good,11.39613961,51.74517452,Standing
5176,Region_1,9,Steel,1059.225923,28.28982898,56.57965797,5223.762376,Rainy,2587.758776,03-03-2024,51.75517552,5.175517552,614.0414041,258.7758776,"Steel 70%, Concrete 30%",Arch,Good,11.40414041,51.75517552,Standing
5177,Region_2,27,Concrete,1059.420942,28.29432943,56.58865887,5224.752475,Sunny,2588.258826,04-03-2024,51.76517652,5.176517652,614.1214121,258.8258826,"Concrete 80%, Wood 20%",Beam,Good,11.41214121,51.76517652,Standing
5178,Region_3,13,Wood,1059.615962,28.29882988,56.59765977,5225.742574,Snowy,2588.758876,05-03-2024,51.77517752,5.177517752,614.2014201,258.8758876,"Concrete 80%, Wood 20%",Truss,Good,11.42014201,51.77517752,Standing
5179,Region_4,33,Steel,1059.810981,28.30333033,56.60666067,5226.732673,Cloudy,2589.258926,06-03-2024,51.78517852,5.178517852,614.2814281,258.9258926,"Steel 70%, Concrete 30%",Arch,Good,11.42814281,51.78517852,Standing
5180,Region_5,6,Concrete,1060.006001,28.30783078,56.61566157,5227.722772,Windy,2589.758976,07-03-2024,51.79517952,5.179517952,614.3614361,258.9758976,"Concrete 80%, Wood 20%",Beam,Good,11.43614361,51.79517952,Standing
5181,Region_1,47,Wood,1060.20102,28.31233123,56.62466247,5228.712871,Rainy,2590.259026,08-03-2024,51.80518052,5.180518052,614.4414441,259.0259026,"Concrete 80%, Wood 20%",Truss,Good,11.44414441,51.80518052,Standing
5182,Region_2,12,Steel,1060.39604,28.31683168,56.63366337,5229.70297,Sunny,2590.759076,09-03-2024,51.81518152,5.181518152,614.5214521,259.0759076,"Steel 70%, Concrete 30%",Arch,Good,11.45214521,51.81518152,Standing
5183,Region_3,19,Concrete,1060.591059,28.32133213,56.64266427,5230.693069,Snowy,2591.259126,10-03-2024,51.82518252,5.182518252,614.6014601,259.1259126,"Concrete 80%, Wood 20%",Beam,Good,11.46014601,51.82518252,Standing
5184,Region_4,14,Wood,1060.786079,28.32583258,56.65166517,5231.683168,Cloudy,2591.759176,11-03-2024,51.83518352,5.183518352,614.6814681,259.1759176,"Concrete 80%, Wood 20%",Truss,Good,11.46814681,51.83518352,Standing
5185,Region_5,40,Steel,1060.981098,28.33033303,56.66066607,5232.673267,Windy,2592.259226,12-03-2024,51.84518452,5.184518452,614.7614761,259.2259226,"Steel 70%, Concrete 30%",Arch,Good,11.47614761,51.84518452,Standing
5186,Region_1,43,Concrete,1061.176118,28.33483348,56.66966697,5233.663366,Rainy,2592.759276,13-03-2024,51.85518552,5.185518552,614.8414841,259.2759276,"Concrete 80%, Wood 20%",Beam,Good,11.48414841,51.85518552,Standing
5187,Region_2,2,Wood,1061.371137,28.33933393,56.67866787,5234.653465,Sunny,2593.259326,14-03-2024,51.86518652,5.186518652,614.9214921,259.3259326,"Concrete 80%, Wood 20%",Truss,Good,11.49214921,51.86518652,Standing
5188,Region_3,20,Steel,1061.566157,28.34383438,56.68766877,5235.643564,Snowy,2593.759376,15-03-2024,51.87518752,5.187518752,615.0015002,259.3759376,"Steel 70%, Concrete 30%",Arch,Good,11.50015002,51.87518752,Standing
5189,Region_4,39,Concrete,1061.761176,28.34833483,56.69666967,5236.633663,Cloudy,2594.259426,16-03-2024,51.88518852,5.188518852,615.0815082,259.4259426,"Concrete 80%, Wood 20%",Beam,Good,11.50815082,51.88518852,Standing
5190,Region_5,35,Wood,1061.956196,28.35283528,56.70567057,5237.623762,Windy,2594.759476,17-03-2024,51.89518952,5.189518952,615.1615162,259.4759476,"Concrete 80%, Wood 20%",Truss,Good,11.51615162,51.89518952,Standing
5191,Region_1,22,Steel,1062.151215,28.35733573,56.71467147,5238.613861,Rainy,2595.259526,18-03-2024,51.90519052,5.190519052,615.2415242,259.5259526,"Steel 70%, Concrete 30%",Arch,Good,11.52415242,51.90519052,Standing
5192,Region_2,45,Concrete,1062.346235,28.36183618,56.72367237,5239.60396,Sunny,2595.759576,19-03-2024,51.91519152,5.191519152,615.3215322,259.5759576,"Concrete 80%, Wood 20%",Beam,Good,11.53215322,51.91519152,Standing
5193,Region_3,39,Wood,1062.541254,28.36633663,56.73267327,5240.594059,Snowy,2596.259626,20-03-2024,51.92519252,5.192519252,615.4015402,259.6259626,"Concrete 80%, Wood 20%",Truss,Good,11.54015402,51.92519252,Standing
5194,Region_4,20,Steel,1062.736274,28.37083708,56.74167417,5241.584158,Cloudy,2596.759676,21-03-2024,51.93519352,5.193519352,615.4815482,259.6759676,"Steel 70%, Concrete 30%",Arch,Good,11.54815482,51.93519352,Standing
5195,Region_5,12,Concrete,1062.931293,28.37533753,56.75067507,5242.574257,Windy,2597.259726,22-03-2024,51.94519452,5.194519452,615.5615562,259.7259726,"Concrete 80%, Wood 20%",Beam,Good,11.55615562,51.94519452,Standing
5196,Region_1,45,Wood,1063.126313,28.37983798,56.75967597,5243.564356,Rainy,2597.759776,23-03-2024,51.95519552,5.195519552,615.6415642,259.7759776,"Concrete 80%, Wood 20%",Truss,Good,11.56415642,51.95519552,Standing
5197,Region_2,28,Steel,1063.321332,28.38433843,56.76867687,5244.554455,Sunny,2598.259826,24-03-2024,51.96519652,5.196519652,615.7215722,259.8259826,"Steel 70%, Concrete 30%",Arch,Good,11.57215722,51.96519652,Standing
5198,Region_3,49,Concrete,1063.516352,28.38883888,56.77767777,5245.544554,Snowy,2598.759876,25-03-2024,51.97519752,5.197519752,615.8015802,259.8759876,"Concrete 80%, Wood 20%",Beam,Good,11.58015802,51.97519752,Standing
5199,Region_4,49,Wood,1063.711371,28.39333933,56.78667867,5246.534653,Cloudy,2599.259926,26-03-2024,51.98519852,5.198519852,615.8815882,259.9259926,"Concrete 80%, Wood 20%",Truss,Good,11.58815882,51.98519852,Standing
5200,Region_5,10,Steel,1063.906391,28.39783978,56.79567957,5247.524752,Windy,2599.759976,27-03-2024,51.99519952,5.199519952,615.9615962,259.9759976,"Steel 70%, Concrete 30%",Arch,Good,11.59615962,51.99519952,Standing
